Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
2479,21,0,1,3,1,2,5,0,3,1,4,1,3,0,1,0,0,1,0
2480,13,1,0,5,1,10,2,1,2,2,5,1,3,1,0,2,1,2,1
2481,30,3,0,1,1,9,3,1,3,0,4,1,5,2,0,1,1,5,1
2482,27,0,1,5,1,6,1,0,2,1,1,1,1,2,1,1,1,0,1
2483,12,2,1,4,0,4,4,0,2,2,2,0,1,0,0,2,1,0,1
2484,30,0,1,2,1,8,5,1,0,1,5,0,2,1,1,1,1,5,1
2485,14,3,1,1,1,0,4,0,1,2,2,0,3,0,1,0,0,1,0
2486,20,1,1,4,0,10,2,0,6,0,2,0,5,1,1,2,0,4,0
2487,17,1,0,6,1,10,5,1,3,2,4,0,5,2,1,0,1,0,0
2488,23,1,2,4,1,10,1,1,5,0,2,0,1,0,1,1,0,0,1
2489,13,1,0,1,1,6,2,0,0,1,4,0,5,2,1,1,0,1,0
2490,19,0,2,3,0,0,3,1,6,1,1,1,2,2,0,1,0,4,1
2491,19,2,1,4,0,7,1,1,4,0,5,1,5,0,0,1,1,2,0
2492,17,0,2,2,1,4,3,0,3,2,3,1,5,0,0,2,1,0,0
2493,21,3,1,2,0,7,5,1,5,2,4,1,2,0,0,0,1,0,1
2494,15,1,2,5,1,8,5,0,6,0,2,1,1,2,1,0,1,2,1
2495,23,3,2,6,1,8,5,0,0,1,2,0,3,2,0,2,0,2,0
2496,27,3,0,4,1,8,4,0,5,1,5,0,2,2,0,0,0,5,0
2497,18,3,1,3,1,4,2,0,0,0,3,1,4,0,0,1,1,5,0
2498,19,2,0,3,1,9,2,1,4,2,4,1,5,1,1,0,0,0,0
2499,22,1,2,1,0,0,5,0,3,1,2,1,5,0,0,1,0,5,1
2500,14,0,2,2,1,8,1,1,0,1,1,1,3,0,0,2,0,2,1
2501,21,0,2,6,1,2,2,1,4,1,2,0,5,0,0,1,0,2,1
2502,30,1,2,4,1,8,5,1,4,1,3,0,3,1,0,2,1,3,1
2503,20,2,2,1,1,9,1,0,2,0,3,1,1,2,0,0,0,0,1
2504,13,0,0,0,0,5,1,1,1,2,4,1,1,2,0,2,1,2,1
2505,22,3,1,3,1,0,5,0,4,2,3,1,3,1,0,2,1,2,0
2506,15,3,0,5,0,3,1,0,4,1,2,1,2,2,1,2,0,5,1
2507,12,0,0,1,0,4,2,0,1,0,1,1,3,2,1,0,0,5,1
2508,25,3,2,6,1,3,3,0,6,0,3,1,2,0,1,1,1,5,1
2509,14,3,0,4,0,7,1,1,4,0,2,0,2,1,1,1,1,4,1
2510,22,0,1,4,0,6,2,0,0,2,2,0,4,0,1,0,0,0,0
2511,26,3,0,2,1,5,5,1,2,0,3,0,1,1,0,0,0,2,0
2512,22,0,0,2,1,6,4,1,6,0,5,0,4,0,1,2,1,0,1
2513,19,3,2,3,0,2,5,0,3,0,2,0,4,2,1,2,1,3,0
2514,29,2,1,1,0,10,3,0,6,1,4,1,3,2,1,0,1,3,1
2515,26,1,0,3,0,1,1,1,3,0,5,0,1,0,0,0,1,5,1
2516,25,2,1,4,0,5,2,0,6,0,2,1,3,1,0,1,1,3,0
2517,29,3,2,1,0,3,2,1,5,2,5,1,4,0,0,0,0,4,1
2518,15,1,1,2,1,8,1,1,5,2,5,1,1,0,0,1,0,4,0
2519,28,2,2,4,1,3,2,1,2,1,5,1,1,2,0,2,0,1,0
2520,12,1,1,1,1,9,4,1,0,2,1,0,2,0,1,2,1,3,1
2521,25,0,1,0,1,9,1,0,1,1,1,1,4,0,0,1,0,3,1
2522,27,1,1,2,1,5,2,1,6,1,3,1,3,2,0,2,0,1,1
2523,13,0,0,6,1,9,4,1,6,2,1,0,2,2,0,2,1,4,1
2524,19,1,1,1,1,7,1,0,4,2,4,1,2,1,0,2,1,4,0
2525,25,2,2,2,0,7,2,1,4,2,2,0,2,2,1,1,1,5,0
2526,14,1,1,5,1,1,5,0,0,2,1,1,5,2,1,1,1,5,1
2527,26,1,1,0,0,4,2,1,2,0,3,0,3,0,0,2,1,4,0
2528,21,3,0,6,0,6,1,1,5,0,1,1,3,0,0,1,1,4,1
2529,18,2,1,4,1,9,3,1,6,1,5,1,2,2,1,1,1,1,0
2530,16,2,2,1,0,10,4,1,5,1,5,0,3,2,1,1,1,3,1
2531,23,2,0,5,0,5,2,0,5,1,1,1,1,2,1,2,1,4,1
2532,24,2,2,5,1,8,3,1,0,2,2,1,4,1,1,2,1,5,0
2533,16,2,0,6,0,1,1,0,0,1,3,0,1,2,0,0,0,1,1
2534,16,2,1,6,1,5,2,1,2,2,3,1,3,0,0,0,1,4,1
2535,15,1,0,0,0,6,1,0,3,2,2,0,5,0,0,1,0,2,0
2536,12,0,0,2,0,8,2,1,5,0,4,1,1,0,1,1,0,3,1
2537,30,1,2,1,1,10,4,1,4,1,5,0,2,0,1,1,1,5,0
2538,27,1,0,2,1,7,1,1,3,1,1,0,2,2,0,2,0,5,0
2539,12,2,2,4,0,5,2,0,5,2,1,0,1,0,0,0,1,0,1
2540,28,2,0,0,1,6,4,1,6,1,5,1,4,0,1,0,1,3,0
2541,29,1,1,5,1,9,4,1,4,0,4,1,3,0,1,0,0,4,0
2542,25,1,0,3,0,2,3,1,1,2,1,0,5,1,1,0,1,5,0
2543,20,3,1,1,1,2,5,0,3,0,2,1,4,0,0,1,1,1,0
2544,27,0,1,4,0,10,4,0,2,1,5,0,2,0,1,0,0,3,1
2545,17,2,0,6,0,0,1,0,4,0,3,0,5,1,1,0,1,1,0
2546,24,2,0,3,1,7,5,1,6,1,3,0,4,1,1,2,0,2,1
2547,30,0,1,3,1,1,3,0,4,1,5,0,1,1,1,2,1,5,0
2548,28,1,2,0,1,4,1,0,4,0,2,1,4,2,1,0,1,0,0
2549,27,1,1,5,1,9,2,1,3,1,1,1,3,0,1,1,1,1,1
2550,29,2,1,2,1,7,2,0,6,1,4,1,5,0,0,2,0,3,1
2551,14,0,1,3,1,10,1,0,0,2,2,1,5,2,1,1,0,3,0
2552,30,2,2,6,1,5,2,1,4,2,1,0,4,1,1,2,0,1,1
2553,21,2,2,3,1,1,3,0,2,1,3,0,3,2,1,0,1,3,1
2554,23,3,2,3,0,10,4,0,5,2,5,1,4,1,0,0,1,1,0
2555,21,2,1,2,0,10,3,1,2,1,5,1,3,2,1,2,0,3,1
2556,27,1,0,6,1,10,1,0,0,0,1,0,1,0,1,2,0,0,1
2557,18,1,0,0,0,3,5,0,1,1,4,1,3,1,0,0,0,0,0
2558,17,3,2,5,0,1,1,0,0,0,2,1,2,2,1,1,0,4,1
2559,21,1,2,5,1,10,1,0,1,0,5,0,5,1,0,0,0,2,1
2560,26,1,1,2,0,1,5,0,6,0,1,0,3,0,1,1,1,2,1
2561,21,2,2,4,0,5,1,0,4,0,3,0,1,2,0,2,1,0,1
2562,28,2,1,4,0,3,3,0,5,1,4,1,2,2,0,0,1,5,0
2563,13,3,2,0,0,3,1,1,4,0,3,0,1,1,0,0,0,3,0
2564,29,3,1,6,1,4,5,0,1,2,1,0,4,0,1,2,0,1,0
2565,15,0,1,1,0,2,3,0,4,0,1,1,3,2,0,2,1,0,1
2566,12,2,0,6,0,9,4,0,6,1,5,1,3,2,1,1,1,5,0
2567,30,1,1,6,1,3,3,1,2,2,3,0,3,0,0,1,0,1,0
2568,30,1,2,5,1,7,2,1,4,2,3,1,5,0,0,2,1,4,0
2569,19,0,0,4,0,3,1,0,4,1,1,1,2,0,0,1,0,0,1
2570,15,2,0,5,0,5,1,0,3,1,3,1,4,0,0,1,1,5,0
2571,17,3,0,3,1,9,1,1,3,1,3,1,4,0,1,2,0,0,1
2572,17,2,1,5,0,6,5,1,4,1,4,0,2,0,0,0,1,2,1
2573,29,3,0,6,1,6,4,0,6,1,5,1,2,1,0,0,1,3,0
2574,21,3,1,4,1,2,5,1,4,2,4,1,5,0,1,2,0,5,0
2575,30,1,1,6,0,6,3,1,6,1,4,1,3,0,0,0,0,5,0
2576,26,3,2,4,0,3,2,0,3,2,3,1,4,1,1,2,1,3,0
2577,18,2,1,4,1,1,5,1,3,0,1,0,4,0,0,2,1,3,1
2578,23,2,0,2,0,0,3,0,5,0,4,0,3,1,1,1,1,0,0
2579,17,3,2,5,0,3,1,0,4,2,5,1,1,0,1,1,1,2,0
2580,21,2,1,6,1,0,1,0,2,2,3,0,4,2,1,0,0,0,1
2581,13,0,2,1,1,7,5,0,3,1,2,1,1,1,1,2,0,0,1
2582,24,0,1,1,0,5,5,1,5,2,2,1,5,1,0,1,1,4,1
2583,15,0,0,0,1,4,3,0,6,0,2,1,4,1,1,2,0,1,0
2584,25,0,1,0,0,7,4,1,4,1,3,1,3,1,0,2,1,2,0
2585,19,1,2,2,1,0,3,1,3,1,1,0,3,2,1,2,0,1,0
2586,14,0,1,1,1,8,5,1,0,1,3,1,3,1,0,1,0,4,0
2587,15,2,0,5,1,6,4,1,5,2,1,0,4,0,0,0,1,1,1
2588,13,0,0,5,1,3,5,0,5,1,2,0,3,1,0,0,0,4,1
2589,28,1,2,2,1,5,3,1,4,0,4,1,2,0,1,1,1,4,1
2590,19,2,1,3,1,4,5,0,6,2,2,0,1,1,1,1,0,3,1
2591,18,2,0,6,0,5,1,1,0,2,2,1,2,1,1,0,0,1,0
2592,30,0,0,1,1,2,4,1,4,2,3,0,4,0,0,1,1,2,0
2593,21,3,0,2,1,6,5,1,3,1,4,1,4,2,1,1,0,0,1
2594,19,1,2,1,0,6,3,0,5,0,2,0,1,0,0,1,0,2,0
2595,13,0,0,1,0,7,4,1,1,1,3,1,5,2,0,0,1,1,0
2596,28,2,0,3,0,6,1,1,3,1,2,1,3,0,1,1,1,1,0
2597,26,1,1,6,1,8,3,0,5,1,3,0,1,1,0,1,1,5,1
2598,17,2,1,4,0,10,2,0,3,2,3,1,3,1,0,2,1,3,1
2599,17,0,2,2,1,0,4,0,1,1,5,0,3,0,1,2,0,1,0
2600,21,2,1,4,0,2,4,0,6,2,2,1,3,1,1,2,1,2,0
2601,14,1,0,6,0,7,5,0,5,2,3,1,1,0,0,0,0,4,0
2602,28,1,0,3,1,2,2,1,0,0,2,1,3,1,1,0,0,1,0
2603,25,2,0,4,1,10,2,0,0,1,5,1,1,2,0,1,0,3,0
2604,12,0,2,4,1,6,1,1,4,1,4,0,4,2,1,2,0,3,1
2605,13,2,2,2,1,8,5,1,1,1,1,1,4,2,1,1,0,3,0
2606,13,1,1,5,0,9,5,1,6,1,4,1,3,2,0,2,0,4,0
2607,22,2,2,3,0,6,4,0,4,0,1,0,2,0,0,1,0,5,0
2608,25,2,2,1,1,5,3,0,4,2,1,1,5,1,0,1,1,3,0
2609,20,3,1,5,0,5,5,1,5,1,5,1,1,0,1,2,1,2,0
2610,20,3,1,6,1,0,4,0,3,2,4,0,1,2,1,2,1,1,0
2611,16,3,0,6,1,4,5,0,1,1,3,1,4,2,1,1,0,2,1
2612,19,0,1,0,1,7,1,0,5,0,2,0,1,1,1,2,0,4,0
2613,20,0,0,4,1,4,3,1,3,2,4,1,1,2,0,1,1,2,1
2614,18,0,0,6,1,3,5,1,1,0,2,0,4,2,1,2,0,3,1
2615,20,2,1,3,1,7,1,1,6,1,3,0,3,0,1,2,0,1,0
2616,21,2,1,5,0,2,2,1,3,1,3,1,2,2,1,2,1,2,0
2617,30,0,1,3,1,2,1,0,6,2,1,1,3,0,0,1,0,1,1
2618,26,0,1,5,0,10,4,1,6,1,5,0,4,1,0,0,0,0,0
2619,24,3,0,4,0,4,1,0,6,1,3,0,4,1,1,1,1,3,1
2620,28,1,0,0,0,4,5,1,1,1,4,1,5,0,0,0,1,5,0
2621,12,3,1,3,0,7,3,1,0,0,3,1,1,2,0,2,0,2,0
2622,12,1,0,6,1,9,4,1,1,2,5,0,2,0,0,1,1,0,1
2623,13,1,0,5,1,1,2,1,4,1,2,0,2,1,0,0,1,3,0
2624,25,3,1,5,0,0,1,0,5,0,5,1,4,2,0,0,1,5,0
2625,20,2,0,1,1,5,3,0,6,0,2,0,4,0,1,0,0,1,1
2626,14,0,1,3,1,4,2,1,1,2,2,0,3,1,0,0,1,0,1
2627,30,1,2,4,1,6,5,0,2,2,4,0,5,1,0,0,1,2,0
2628,16,3,0,4,0,5,4,0,5,2,2,1,4,2,1,2,0,1,1
2629,19,1,1,5,0,9,3,0,2,1,2,1,5,0,1,2,1,5,1
2630,26,2,1,4,1,6,3,1,2,0,2,1,5,2,0,2,1,2,1
2631,28,2,0,5,0,2,2,1,4,0,5,1,4,2,0,0,1,5,0
2632,22,0,0,0,0,8,1,0,3,0,1,1,5,2,0,1,1,4,1
2633,28,2,1,2,0,4,5,1,6,1,5,0,5,1,1,2,1,5,0
2634,12,3,2,0,1,3,5,1,5,1,3,0,2,0,1,1,0,2,0
2635,26,1,0,3,1,3,4,0,0,2,5,0,2,1,0,2,1,0,0
2636,16,1,1,3,1,7,1,1,3,2,5,1,5,1,1,1,0,1,0
2637,21,2,1,2,1,1,4,1,3,1,4,0,2,0,0,0,0,1,0
2638,26,1,0,5,0,2,2,1,0,1,4,1,3,2,1,2,1,5,1
2639,30,1,2,0,0,8,2,1,4,2,5,1,5,2,0,1,1,4,0
2640,29,3,2,6,1,7,4,1,0,0,4,0,5,2,0,2,0,3,0
2641,24,1,0,6,1,2,1,0,5,1,1,0,1,2,1,0,0,3,0
2642,29,2,0,2,1,9,2,0,4,2,5,0,2,2,0,2,0,5,1
2643,27,1,2,3,0,5,3,1,6,1,4,0,3,2,1,1,0,2,1
2644,12,1,2,4,0,4,3,1,1,2,2,0,1,0,1,0,1,5,1
2645,20,2,0,4,0,8,4,0,4,0,3,0,3,0,0,2,0,2,1
2646,14,3,0,6,0,0,5,0,0,0,5,1,3,1,1,2,1,0,1
2647,28,0,0,0,0,4,3,1,0,1,4,0,2,1,0,0,1,2,1
2648,23,2,0,6,0,4,1,1,0,1,5,1,1,2,0,2,1,1,0
2649,21,2,2,0,0,10,3,0,1,2,5,1,2,0,0,1,1,2,0
2650,26,0,2,5,1,2,5,1,6,1,1,0,1,1,0,1,1,5,1
2651,17,3,1,4,0,8,1,0,3,2,1,0,1,1,0,1,1,5,0
2652,22,3,2,5,1,3,5,1,5,2,5,1,1,2,1,0,0,0,0
2653,16,1,1,2,1,1,1,0,6,0,3,1,5,1,0,2,1,0,1
2654,23,3,0,0,0,7,3,1,2,1,1,0,4,0,1,0,0,5,0
2655,19,1,1,5,0,6,5,0,6,1,1,0,5,1,1,0,0,2,1
2656,19,1,1,0,0,0,2,0,1,2,3,1,4,2,0,1,1,1,1
2657,30,0,1,6,1,10,3,0,1,2,2,1,2,1,0,1,1,3,0
2658,25,2,0,3,1,3,4,1,3,2,1,0,1,0,0,2,0,5,0
2659,12,3,2,6,0,2,1,1,4,1,1,1,3,1,1,2,1,1,0
2660,28,2,2,6,1,1,1,1,5,0,3,0,3,0,1,2,0,3,0
2661,24,0,1,0,1,3,4,0,4,1,4,1,1,0,0,0,1,3,0
2662,30,3,0,3,0,9,4,0,2,0,2,1,1,1,0,1,1,4,0
2663,26,2,0,5,0,7,5,1,6,0,4,0,2,2,1,1,1,4,0
2664,12,0,2,6,0,10,3,1,3,2,1,0,4,1,0,0,0,4,0
2665,17,3,2,6,1,3,2,0,0,0,3,1,1,2,0,2,1,3,1
2666,30,0,1,3,1,9,1,1,3,1,4,1,2,1,0,2,1,3,1
2667,17,0,1,5,0,6,1,0,2,0,2,1,3,0,0,0,1,1,1
2668,30,3,1,6,0,1,1,0,2,1,5,1,5,2,0,0,0,3,1
2669,16,1,0,1,0,2,3,0,2,2,4,0,4,0,1,2,0,0,0
2670,26,2,2,4,0,9,1,1,2,2,2,0,5,0,1,0,1,3,0
2671,13,2,2,5,1,2,1,0,3,0,3,0,4,1,1,2,0,1,1
2672,25,2,0,4,1,9,4,1,2,2,4,0,3,1,0,2,1,2,1
2673,26,0,2,1,0,7,1,0,6,1,4,0,2,1,0,2,0,5,1
2674,27,1,2,0,1,3,5,0,3,1,3,0,1,1,1,2,1,4,0
2675,17,0,1,2,0,7,4,1,0,2,1,1,4,1,0,1,0,1,0
2676,30,1,2,0,1,6,5,0,0,1,4,0,3,1,1,1,1,0,0
2677,27,2,2,0,0,4,5,1,6,0,5,1,5,1,0,1,1,4,0
2678,29,0,0,4,0,3,4,1,2,0,5,1,2,2,1,1,1,0,1
2679,22,3,2,1,1,4,3,1,4,1,1,1,3,1,1,2,1,2,0
2680,20,0,0,6,0,6,1,1,6,1,1,1,4,1,0,1,0,2,0
2681,13,0,0,4,1,5,4,1,4,2,5,1,5,2,1,1,1,2,1
2682,24,3,0,6,1,4,1,1,5,0,1,0,1,1,0,0,0,4,1
2683,19,0,2,3,1,8,2,1,3,0,5,0,4,2,0,1,0,1,0
2684,16,3,2,2,1,8,1,1,4,1,2,0,5,0,1,2,0,5,1
2685,17,2,0,4,1,6,4,0,2,0,5,1,4,0,1,1,0,3,1
2686,23,0,1,1,1,2,2,0,5,1,2,1,4,2,1,1,0,3,1
2687,23,0,2,0,0,2,4,1,3,2,4,1,1,0,0,1,0,2,1
2688,22,3,0,6,1,0,5,0,4,1,1,0,3,0,1,1,1,3,0
2689,17,3,0,1,0,10,3,0,5,1,2,1,1,0,0,2,1,3,1
2690,14,0,2,4,0,6,4,0,1,0,5,0,3,1,1,2,1,0,1
2691,26,0,0,1,0,8,3,1,4,0,5,0,5,2,1,0,0,5,0
2692,28,2,0,5,0,0,4,0,2,2,1,0,3,1,1,1,0,3,1
2693,30,3,1,0,1,0,1,1,0,1,2,0,4,0,1,1,1,0,0
2694,30,0,1,5,0,5,5,1,5,1,3,0,2,1,1,1,1,4,0
2695,20,3,1,0,0,4,1,1,4,2,3,1,1,2,1,0,0,3,1
2696,26,2,1,4,0,9,3,0,3,2,3,0,1,1,0,1,0,3,0
2697,20,3,2,1,0,2,3,0,4,1,5,1,3,1,0,2,0,1,0
2698,30,1,2,0,1,1,2,1,6,2,1,0,4,1,1,2,1,2,0
2699,29,1,1,6,1,10,4,0,3,0,2,1,5,0,1,0,1,0,1
2700,21,1,0,2,0,5,4,0,2,2,1,0,1,0,0,1,1,4,1
2701,23,1,1,2,1,6,1,1,0,2,4,0,5,1,0,0,0,2,0
2702,19,3,0,3,0,4,1,1,5,2,3,1,4,1,1,2,1,5,1
2703,19,3,1,5,0,10,4,0,6,2,2,0,5,1,0,1,1,0,0
2704,26,0,0,6,1,2,1,1,0,0,3,1,5,0,0,2,1,2,0
2705,12,0,2,5,1,1,4,0,6,1,4,1,3,1,0,2,0,3,0
2706,20,2,2,4,0,0,5,1,6,1,1,0,4,1,1,1,1,0,0
2707,13,3,1,0,0,8,3,0,6,2,4,1,5,0,1,0,0,2,0
2708,23,3,1,4,1,7,4,0,3,1,2,0,3,2,1,0,0,0,0
2709,17,3,1,5,0,3,1,0,5,0,4,0,4,0,0,2,0,0,1
2710,13,1,0,3,1,1,4,0,4,2,2,1,3,0,0,2,1,5,0
2711,16,2,0,2,1,3,2,1,0,2,2,1,3,0,0,2,0,2,0
2712,18,3,1,0,0,5,4,0,1,2,2,0,5,0,0,2,0,4,1
2713,22,2,0,1,0,0,3,0,3,2,2,0,4,0,1,0,0,1,0
2714,18,2,1,0,1,0,3,1,2,2,4,1,5,0,0,2,0,1,1
2715,13,3,0,3,1,6,3,1,0,1,3,0,1,0,0,2,1,5,1
2716,30,1,0,2,1,10,5,1,6,0,4,0,5,1,1,0,1,3,0
2717,16,3,1,0,1,5,2,0,3,2,1,0,5,1,0,1,0,0,1
2718,13,0,1,0,0,5,3,0,4,0,4,1,3,2,0,2,1,5,0
2719,30,3,2,1,0,10,3,0,2,1,2,1,4,0,1,1,0,4,1
2720,16,3,0,6,0,3,4,1,4,2,5,1,1,1,0,0,0,3,1
2721,19,0,2,6,0,7,2,1,2,0,4,0,2,2,1,1,1,2,1
2722,29,2,2,3,0,6,2,0,2,0,5,1,5,1,0,1,0,2,1
2723,29,3,0,3,1,10,1,0,4,0,1,1,4,0,0,0,1,2,1
2724,20,3,2,1,0,1,3,0,0,1,5,0,2,2,1,0,0,3,0
2725,22,1,2,3,0,1,4,1,0,0,1,0,3,0,0,1,0,1,1
2726,14,3,2,3,1,1,1,0,5,0,3,0,2,2,1,1,1,5,0
2727,27,0,0,2,1,6,2,1,4,1,2,1,2,1,1,0,1,3,1
2728,25,3,1,3,0,3,2,1,3,2,3,1,1,2,0,0,0,2,0
2729,15,0,1,1,1,2,3,0,6,0,5,0,5,0,0,2,0,1,0
2730,12,0,1,5,0,10,5,1,2,2,5,1,5,1,1,2,0,3,0
2731,22,1,0,3,0,10,4,1,1,1,3,1,1,0,0,2,1,2,0
2732,28,3,0,6,0,6,3,0,3,1,3,0,3,1,0,1,1,1,1
2733,18,1,1,2,0,0,1,0,0,0,3,0,1,0,1,1,1,4,1
2734,28,0,1,6,1,5,5,1,2,2,4,0,3,1,1,0,1,1,0
2735,22,3,2,4,1,9,3,1,6,2,3,1,3,2,1,0,1,3,0
2736,15,2,1,2,1,3,5,0,3,1,1,0,3,1,1,1,1,0,0
2737,14,1,2,4,1,5,2,0,6,1,1,0,1,0,1,1,1,2,0
2738,30,1,1,4,0,3,3,1,5,1,4,0,4,2,1,2,0,5,0
2739,19,2,1,2,1,5,3,1,1,2,5,1,3,2,1,0,0,1,0
2740,16,0,0,2,1,4,2,1,1,2,2,1,1,0,0,2,0,1,0
2741,23,1,0,1,0,0,3,0,3,2,1,1,5,1,1,1,1,0,0
2742,29,3,2,0,0,4,2,0,2,1,3,1,4,0,0,0,1,2,0
2743,16,0,1,6,0,10,2,1,6,2,2,0,3,0,1,1,1,4,1
2744,20,3,2,6,0,3,4,0,1,2,3,1,2,1,0,2,0,1,0
2745,24,1,0,6,1,0,2,0,0,1,2,0,5,1,1,0,1,4,0
2746,30,1,0,6,1,9,1,1,5,1,3,1,3,1,0,1,1,4,0
2747,30,1,1,1,1,3,4,1,2,0,5,1,4,0,1,1,0,5,0
2748,24,3,0,5,0,9,4,0,5,2,2,0,5,2,1,2,0,4,0
2749,15,2,2,0,0,9,4,0,2,2,3,0,4,1,0,0,1,2,1
2750,14,2,1,1,1,10,1,1,0,1,1,0,3,2,1,0,1,2,1
2751,27,3,1,2,0,0,3,1,6,1,3,1,1,1,0,1,1,5,0
2752,20,2,2,1,1,6,4,0,4,1,2,1,3,2,0,2,1,5,0
2753,21,0,0,1,1,7,1,0,4,1,4,0,2,0,0,1,0,0,0
2754,28,1,2,4,0,8,5,1,4,2,2,1,3,2,1,2,0,5,1
2755,14,2,1,6,1,10,5,0,2,1,2,1,5,0,0,1,1,2,1
2756,25,0,0,6,1,8,5,1,6,2,3,0,2,1,1,0,0,4,1
2757,17,3,1,2,0,6,3,0,0,1,5,0,2,1,0,0,0,3,1
2758,18,0,2,3,1,7,4,0,5,2,5,0,3,1,1,0,1,3,1
2759,19,2,2,6,0,9,2,0,2,1,4,1,3,1,0,0,1,5,1
2760,16,3,2,3,1,9,3,0,5,0,3,0,4,2,0,2,0,1,0
2761,27,3,0,0,1,6,2,1,4,0,1,0,5,0,1,0,1,1,1
2762,13,2,0,0,0,2,2,1,6,0,1,0,5,2,1,2,0,2,1
2763,15,1,0,1,0,5,4,0,1,1,3,1,4,0,1,2,0,3,0
2764,29,0,2,6,0,0,3,1,4,1,5,0,1,2,0,2,1,3,0
2765,20,2,1,5,1,1,2,1,5,1,2,0,1,1,1,2,0,4,1
2766,30,2,1,3,0,6,2,1,3,1,2,0,1,1,1,2,1,5,0
2767,28,2,0,4,0,6,5,0,5,0,4,0,2,2,1,2,0,5,1
2768,27,2,2,5,1,7,5,0,6,2,3,0,5,2,0,1,1,3,0
2769,27,1,1,1,0,10,5,0,4,2,1,0,3,2,1,0,1,1,1
2770,14,0,1,6,0,5,2,0,5,1,3,0,3,0,0,2,1,0,1
2771,26,3,1,2,0,7,1,1,3,1,1,0,2,2,1,1,1,1,0
2772,27,1,0,5,0,5,2,0,4,0,4,1,2,1,1,2,1,5,0
2773,30,2,2,2,0,10,2,1,5,2,3,1,3,2,1,2,0,4,0
2774,30,1,1,3,1,10,1,0,0,2,2,1,3,1,1,0,0,0,0
2775,16,3,1,2,0,4,4,1,6,1,2,0,1,2,0,0,0,5,1
2776,30,0,0,0,0,3,5,1,3,1,3,0,2,0,0,0,0,1,1
2777,28,1,0,0,0,2,3,0,6,1,5,0,1,2,1,1,0,5,0
2778,17,0,2,6,1,6,3,0,6,2,2,1,2,0,0,1,1,4,0
2779,30,3,2,2,1,1,2,0,6,0,1,0,1,0,0,2,1,3,0
2780,28,1,0,3,0,1,2,0,5,2,3,0,2,1,1,2,1,3,1
2781,18,1,0,5,1,0,3,1,0,2,2,1,5,2,1,1,1,4,1
2782,16,2,0,1,0,6,1,1,2,2,2,0,1,1,0,2,0,4,0
2783,14,3,0,5,1,1,5,1,6,1,3,0,2,2,0,2,1,3,0
2784,14,3,0,0,1,1,2,1,1,0,1,1,3,1,0,1,0,4,1
2785,14,3,0,3,0,7,2,0,5,0,3,1,2,1,1,0,0,0,1
2786,25,2,2,1,0,6,5,1,5,2,5,0,4,2,1,2,1,2,1
2787,18,3,2,5,0,1,2,1,0,0,2,1,4,2,1,0,0,2,0
2788,21,0,2,5,0,2,5,1,4,2,4,0,1,1,0,0,1,2,0
2789,23,3,0,2,1,2,4,1,5,2,2,1,4,0,0,1,0,5,0
2790,28,0,0,5,0,7,5,0,5,2,2,1,4,2,0,0,0,5,1
2791,25,0,0,4,0,6,3,0,6,0,2,0,2,0,1,2,0,0,1
2792,30,1,2,2,0,5,3,0,2,0,1,0,5,2,1,1,1,0,0
2793,25,2,2,0,1,6,3,1,2,1,3,0,3,0,1,2,0,0,1
2794,30,3,1,5,1,4,3,1,6,0,4,1,2,1,1,2,0,5,1
2795,30,1,2,6,1,3,1,1,1,0,4,1,1,1,1,2,0,3,1
2796,25,0,0,3,0,0,4,1,5,2,5,0,5,2,1,1,1,5,1
2797,22,3,0,1,1,1,3,0,3,1,4,0,5,2,0,2,1,1,1
2798,20,0,1,0,1,0,4,0,2,0,3,1,1,1,0,1,1,2,1
2799,21,2,0,5,1,0,4,0,0,2,4,0,3,0,1,2,1,3,0
2800,18,1,0,4,0,0,3,1,2,0,1,1,2,2,0,2,0,5,0
2801,25,1,1,3,1,7,1,0,5,2,3,1,1,1,0,1,1,3,0
2802,22,2,0,4,0,5,4,1,1,2,4,1,3,0,1,1,0,4,0
2803,27,2,0,0,0,0,4,1,0,0,1,0,2,1,1,0,1,0,0
2804,15,0,2,6,1,8,2,1,0,0,2,1,3,2,0,2,0,2,0
2805,26,3,1,3,1,3,5,0,0,2,5,0,2,0,0,2,1,4,0
2806,30,0,2,5,0,2,3,0,6,0,5,1,5,0,1,0,0,3,1
2807,13,1,0,4,0,0,4,1,1,2,3,1,5,2,1,1,0,4,1
2808,14,3,2,4,1,4,5,0,2,1,5,0,2,1,0,0,0,2,1
2809,19,2,1,5,1,4,4,0,4,0,3,1,2,2,1,0,1,4,0
2810,23,0,2,3,1,3,1,1,0,2,3,0,1,2,0,2,1,2,1
2811,15,2,1,3,1,3,1,1,0,2,3,1,3,2,0,2,0,3,1
2812,13,3,2,3,0,10,3,0,1,0,5,0,1,0,0,0,1,3,1
2813,19,3,1,3,0,6,5,0,5,1,4,0,1,0,1,1,0,1,1
